"","X","r.id","id","institutionCode","collectionCode","ownerInstitutionCode","collectionID","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","lifeStage","sex","individualCount","preparations","country","stateProvince","county","municipality","locality","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","rights","rightsHolder","accessRights","recordId","references","scinam"
"28718",31959,38772,"638604","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3b409be-f95b-11e2-9dec-002590257708","v0017749WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Peters, L.; Bell, E.","20","26859",1973,7,14,195,195,"","","along wet and elevated areas near river.","","",NA,"pink flws. Sheet 1 of 2.","","",NA,"",NA,NA,"","United States","Wisconsin","Washburn","","across from Dam on CTH D; Brill River","",45.66039,-91.6931,"61121","1138","T37N R11W sec26","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:44df9617-4b4e-41fc-b7e5-26add39ed667","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638604",NA
"28719",31960,38773,"638605","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3b40b9e-f95b-11e2-9dec-002590257708","v0017750WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Peters, L.; Bell, E.","20","26859",1973,7,14,195,195,"","","along wet and elevated areas near river.","","",NA,"pink-purple flws. Sheet 2 of 2.","","",NA,"",NA,NA,"","United States","Wisconsin","Washburn","","across from Dam on CTH D; Brill River","",45.66039,-91.6931,"61121","1138","T37N R11W sec26","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:007945c2-9066-40f5-a461-a6b7a30436ef","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638605",NA
"28727",31975,38788,"638117","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3af10bc-f95b-11e2-9dec-002590257708","v0017261WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Rice, M.; Rice, W.","1968","26860",1973,7,15,196,196,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Green","","CMSTPP RR","",42.69401,-89.42198,"60814","569","T03N R09E sec34","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:f8cff54e-8f04-4e75-9c01-53c33cd68051","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638117",NA
"28769",32030,38844,"533168","UWEC","VP","","40f4d176-ade8-4036-8c1d-4e6b5ebcf545","PreservedSpecimen","ab31ff08-f95b-11e2-9dec-002590257708","UWEC02325","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","Iltis, Hugh H.","34700","","","","","","Matson, Robert A.","96","26864",1973,7,19,200,200,"","","Old field.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Rusk","","S of Ladysmith","",45.44365,-91.12152,"16283","","T34N R06W sec09","","","","","",NA,NA,NA,NA,NA,"","","","","42438.87014","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:08c90648-664a-40fb-8d82-d21b859c07ca","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=533168",NA
"28771",32032,38846,"638217","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3b01fd4-f95b-11e2-9dec-002590257708","v0017362WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Nee, Mike","6232","26864",1973,7,19,200,200,"","","Large ungrazed sedge meadow with abundant Carex spp. along creek with Calamagrostis canadensis, Eupatorium maculatum, Cacalia suaveolens, Cicuta maculata, Lilium michiganense, Typha latifolia, Asclepias incarnata","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Richland","","Bear Creek, 7mi N of Lone Rock","",43.28017,-90.20967,"57821","285","T09N R02E sec01","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:0a53821b-e084-4e1c-b625-d59a21c14859","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638217",NA
"28882",32160,38975,"538098","UWGB","VP","","e4db476a-383b-410b-be2a-b796ad6f9926","PreservedSpecimen","ab3a8696-f95b-11e2-9dec-002590257708","UWGB10061","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Koch, Rudy G.","7930","26874",1973,7,29,210,210,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","Dairyland Twp.","",46.22269,-92.22832,"16793","1138","T43N R15W sec10","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","42713.55903","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:b2a8d096-364c-43db-bf5d-a60f54ff56ff","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=538098",NA
"28885",32163,38978,"638099","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3aee7ae-f95b-11e2-9dec-002590257708","v0017243WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Koch, Rudy G.","7930","26874",1973,7,29,210,210,"","","Northern Hardwoods forest and adjacent wetlands; dry bank, scattered meadow areas.","","",NA,"ca. 12-13 pr. leaves","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","Radigan Dam, Tamarack River, 3.3mi W of Dairyland","",46.22269,-92.22832,"19300","1138","T43N R15W sec10","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:19cf0202-792d-4a75-8cbd-1c0255e8cfa8","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638099",NA
"29191",32508,39325,"976281","UWST","","","f252011c-0f93-4f5f-8bcc-d7395a610da7","PreservedSpecimen","","UWST000188","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Mary Jernander","","26912",1973,9,5,248,248,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Monroe","Cashton","City of Cashton","",43.74191,-90.7793,"WGS84","1653","","Megan Kerkow","","GeoLocate","","",NA,NA,NA,NA,NA,"","","English","kerkowm","43111.51667","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:d770c4f8-8627-405d-909f-765d28999e87","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=976281",NA
"29455",32785,39606,"638207","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3afdc72-f95b-11e2-9dec-002590257708","v0017352WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Metzger, C.","s.n.","26957",1973,10,20,293,293,"","","densely grassy field alongside gravel driveway; sunny area, locust trees nearby but little shade; clay soil, moist; with grasses, chicory, wild carrot, goldenrod, asters.","","",NA,"Fr. follicle, erect. Seeds comose","","",NA,"",NA,NA,"","United States","Wisconsin","Ozaukee","","just off Lakeshore Rd., 7mi S of Port Washington","",43.303,-87.89808,"60864","1138","T10N R22E sec28","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:dfa52357-dc67-484c-8803-8dd177a4d99b","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638207",NA
"29509",32843,39665,"962613","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","ae59abea-f95b-11e2-9dec-002590257708","v0326273WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Bennett, Charlene A.","163","27192",1974,6,12,163,163,"","uwpl003169","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Grant","","Hog Hollow Rd. off CTH C, 16.8mi W of Platteville.","",42.65675,-90.70909,"27355","569","T02N R03W sec10","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:19278ecf-753e-43b4-b970-42d13cad6cab","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=962613",NA
"29510",32844,39666,"609349","OMH","VP","","46c6d513-a536-45b7-9cb1-10de8de11695","PreservedSpecimen","uwpl003169","uwpl003169","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Bennett, Charlene A.","163","27192",1974,6,12,163,163,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Grant","","Hog Hollow Rd. off CTH C, 16.8mi W of Platteville.","",42.65675,-90.70909,"27355","","T02N R03W sec10","","","","","",NA,NA,NA,NA,NA,"","","","","42438.52778","http://creativecommons.org/licenses/by-nc-sa/3.0/","","","urn:uuid:ac8d12cd-3276-47ff-9e62-333f35c8ccb2","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=609349",NA
"29533",32867,39689,"962614","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","ae59adc0-f95b-11e2-9dec-002590257708","v0326268WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Bennett, Charlene A.","176","27197",1974,6,17,168,168,"","uwpl003170","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Grant","","Dressler Rd.12.3mi W of Platteville, CTH B, L on Big Platte Rd., L on Oak Rd.","",42.70188,-90.63982,"27356","285","T03N R02W sec29","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",192,NA,NA,NA,NA,"630 ft","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:e634fb00-5609-46fe-b1d7-a53b07037cfb","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=962614",NA
"29534",32868,39690,"609350","OMH","VP","","46c6d513-a536-45b7-9cb1-10de8de11695","PreservedSpecimen","uwpl003170","uwpl003170","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Bennett, Charlene A.","176","27197",1974,6,17,168,168,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Grant","","Dressler Rd.12.3mi W of Platteville, CTH B, L on Big Platte Rd., L on Oak Rd.","",42.70188,-90.63982,"27356","","T03N R02W sec29","","","","","",192,NA,NA,NA,NA,"630 ft","","","","42438.52778","http://creativecommons.org/licenses/by-nc-sa/3.0/","","","urn:uuid:4e9c946b-8b32-40aa-801b-c0b5fb3cf5f0","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=609350",NA
"29581",32918,39741,"553899","UWGB","VP","","e4db476a-383b-410b-be2a-b796ad6f9926","PreservedSpecimen","acb4bbea-f95b-11e2-9dec-002590257708","UWGB5006","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Ziegler, S. R.","244","27210",1974,6,30,181,181,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Vernon","","MISSISSIPPI RIVER ISLAND 11","",43.71629,-91.25721,"16961","1138","T14N R07W sec06","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","42713.55903","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:1754bcbd-5979-4162-b1ac-87e6ffff3086","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=553899",NA
"29639",32979,39802,"638064","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3aea7d0-f95b-11e2-9dec-002590257708","v0017208WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Keller, C. S.","54","27222",1974,7,12,193,193,"","","sandy soil with outcrops along hwy.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Crawford","","Hwy 60, 13mi NE of Wauzeka","",43.1845,-90.67654,"60783","1138","T08N R03W sec12","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:e18a98f3-7fbf-4c64-a20d-01911724f6da","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638064",NA
"29711",33064,39888,"533167","UWEC","VP","","40f4d176-ade8-4036-8c1d-4e6b5ebcf545","PreservedSpecimen","ab31fcb0-f95b-11e2-9dec-002590257708","UWEC02324","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","Iltis, Hugh H.","34700","","","","","","Matson, Robert A.","203","27235",1974,7,25,206,206,"","","Old field.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Rusk","","S of Ladysmith","",45.44365,-91.12152,"15877","","T34N R06W sec09","","","","","",NA,NA,NA,NA,NA,"","","","","42438.87014","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:aa901fc6-a920-4726-8555-48caf2c97b40","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=533167",NA
"29712",33065,39889,"638112","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3af03f6-f95b-11e2-9dec-002590257708","v0017256WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Hansen, Bruce F.; Nee, Mike","2731","27235",1974,7,25,206,206,"","","weedy roadside","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Grant","","N/A","",42.79303,-90.5924,"60811","285","T04N R02W sec27","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:5a486877-93e4-403b-85f5-2e6180b363b4","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638112",NA
"29763",33119,39944,"638060","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3aea046-f95b-11e2-9dec-002590257708","v0017204WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Keller, C. S.","171","27241",1974,7,31,212,212,"","","damp soil on side of hwy.","","",NA,"5 ft. high","","",NA,"",NA,NA,"","United States","Wisconsin","Crawford","","Hwy 171","",43.32841,-91.05142,"60782","1138","T10N R06W sec23","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:37ec152a-1819-4ed6-aca2-4b1fb44f7de2","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638060",NA
"29764",33120,39945,"638063","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3aea5e6-f95b-11e2-9dec-002590257708","v0017207WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Keller, C. S.","172","27241",1974,7,31,212,212,"","","damp soil on side of hwy","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Crawford","","Hwy 171","",43.32841,-91.05142,"60782","1138","T10N R06W sec23","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:a91772be-8491-4519-b77e-b5cd67405d88","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638063",NA
